date,region,store_id,product_category,product_id,product_name,unit_price,units_sold,total_sales,customer_type,marketing_campaign,discount_percentage,customer_satisfaction,temperature,day_of_week,holiday,inventory_level,profit_margin,shipping_cost,vendor_id
2023-02-16,South,202,Grocery,G011,Premium Candy Ultimate,7.99,86,687.14,Regular,Yes,0,4.1,33,Thursday,No,173,14.8,0.00,V008
2023-02-16,East,304,Clothing,C049,Business Tie Ultimate,79.95,12,959.40,Premium,No,0,4.5,15,Thursday,No,25,27.6,0.00,V002
2023-02-16,West,401,Home,H063,Air Fryer Ultimate,199.99,5,999.95,Premium,Yes,8,4.8,20,Thursday,No,11,24.1,5.99,V003
2023-02-17,North,105,Beauty,B000,Hair Styling Set Ultimate,69.99,14,979.86,Premium,No,0,4.7,26,Friday,No,29,30.3,0.00,V010
2023-02-17,South,205,Electronics,E051,Gaming Headset Ultimate,229.99,4,919.96,Premium,Yes,5,4.9,35,Friday,No,9,20.8,0.00,V001
2023-02-17,East,307,Grocery,G039,Organic Coffee Ultimate,19.99,47,939.53,Regular,No,0,4.5,16,Friday,No,95,14.3,0.00,V008
2023-02-17,West,403,Clothing,C081,Designer Wallet Ultimate,149.95,7,1049.65,Premium,Yes,10,4.8,19,Friday,No,15,29.9,0.00,V002
2023-02-17,North,104,Home,H031,Cookware Elite,349.99,3,1049.97,Premium,No,0,4.9,25,Friday,No,7,20.9,9.99,V003
2023-02-17,South,201,Beauty,B053,Hair Serum Ultimate,39.99,24,959.76,Regular,Yes,15,4.3,34,Friday,No,49,31.8,0.00,V010
2023-02-17,East,302,Electronics,E039,Portable Speaker Ultimate Pro,199.99,5,999.95,Premium,No,0,4.8,15,Friday,No,11,22.8,2.99,V001
2023-02-17,West,405,Grocery,G067,Premium Cookies Ultimate Pro,15.99,54,863.46,Regular,Yes,5,4.3,20,Friday,No,109,16.5,0.00,V008
2023-02-18,North,102,Clothing,C011,Winter Coat Ultimate,249.99,4,999.96,Premium,No,0,4.9,27,Saturday,No,9,26.3,0.00,V002
2023-02-18,South,204,Home,H056,Stand Mixer Ultimate,399.95,2,799.90,Premium,Yes,8,4.9,33,Saturday,No,5,23.3,8.99,V003
2023-02-18,East,306,Beauty,B049,Face Cream Ultimate,49.99,19,949.81,Regular,No,0,4.7,14,Saturday,No,39,30.8,0.00,V010
2023-02-18,West,402,Electronics,E044,Wireless Mouse Ultimate,89.99,11,989.89,Premium,Yes,10,4.4,19,Saturday,No,23,19.9,0.00,V001
2023-02-18,North,101,Grocery,G047,Specialty Chocolate Ultimate,12.99,63,818.37,Regular,No,0,4.3,26,Saturday,No,127,15.2,0.00,V008
2023-02-18,South,203,Clothing,C035,Athletic Pants Ultimate,99.95,10,999.50,Premium,Yes,5,4.7,35,Saturday,No,21,27.3,0.00,V002
2023-02-18,East,301,Home,H043,Food Processor Ultimate,229.99,4,919.96,Premium,No,0,4.8,16,Saturday,No,9,20.4,6.99,V003
2023-02-18,West,404,Beauty,B009,Makeup Brushes Ultimate,69.99,13,909.87,Premium,Yes,15,4.6,19,Saturday,No,27,31.9,0.00,V010
2023-02-19,North,103,Electronics,E029,Headphones Premium Elite,299.99,3,899.97,Premium,No,0,4.9,25,Sunday,Yes,7,23.5,0.00,V001
2023-02-19,South,202,Grocery,G091,Premium Nuts Premium Elite,19.99,46,919.54,Regular,Yes,0,4.5,36,Sunday,Yes,93,16.1,0.00,V008
2023-02-19,East,304,Clothing,C043,Dress Pants Ultimate,119.95,8,959.60,Premium,No,0,4.7,15,Sunday,Yes,17,28.3,0.00,V002
2023-02-19,West,401,Home,H065,Robot Vacuum Ultimate,449.99,2,899.98,Premium,Yes,8,4.9,20,Sunday,Yes,5,24.7,0.00,V003
2023-02-19,North,105,Beauty,B000,Body Lotion Ultimate,49.99,19,949.81,Regular,No,0,4.6,27,Sunday,Yes,39,30.9,0.00,V010
2023-02-19,South,205,Electronics,E053,Smart Watch Elite Pro,499.99,2,999.98,Premium,Yes,5,4.9,33,Sunday,Yes,5,21.1,0.00,V001
2023-02-19,East,307,Grocery,G023,Organic Snacks Elite,12.99,62,805.38,Regular,No,0,4.3,14,Sunday,Yes,125,14.9,0.00,V008
2023-02-19,West,403,Clothing,C079,Designer Scarf Ultimate Pro,119.95,8,959.60,Premium,Yes,10,4.8,21,Sunday,Yes,17,30.1,0.00,V002
2023-02-20,North,104,Home,H033,Kitchen Tools Elite,79.99,12,959.88,Premium,No,0,4.5,26,Monday,No,25,19.8,3.99,V003
2023-02-20,South,201,Beauty,B059,Nail Care Ultimate Pro,59.99,15,899.85,Premium,Yes,15,4.8,35,Monday,No,31,31.7,0.00,V010
2023-02-20,East,302,Electronics,E041,Bluetooth Speaker Elite Pro,199.99,5,999.95,Premium,No,0,4.9,15,Monday,No,11,23.1,3.99,V001
2023-02-20,West,405,Grocery,G059,Premium Coffee Elite Pro,24.99,37,924.63,Regular,Yes,5,4.6,18,Monday,No,75,16.9,0.00,V008
2023-02-20,North,102,Clothing,C013,Winter Accessories Ultimate,79.99,12,959.88,Premium,No,0,4.6,27,Monday,No,25,26.4,0.00,V002
2023-02-20,South,204,Home,H058,Coffee Maker Ultimate,299.95,3,899.85,Premium,Yes,8,4.9,34,Monday,No,7,23.5,5.99,V003
2023-02-20,East,306,Beauty,B059,Eye Serum Ultimate Pro,69.99,13,909.87,Premium,No,0,4.8,16,Monday,No,27,32.1,0.00,V010
2023-02-20,West,402,Electronics,E042,Wireless Charger Ultimate Pro,89.99,11,989.89,Premium,Yes,10,4.6,19,Monday,No,23,20.9,0.00,V001
2023-02-21,North,101,Grocery,G031,Artisan Honey Ultimate,26.99,35,944.65,Regular,No,0,4.6,26,Tuesday,No,71,15.7,0.00,V008
2023-02-21,South,203,Clothing,C035,Running Shorts Ultimate Pro,79.95,12,959.40,Premium,Yes,5,4.8,33,Tuesday,No,25,28.1,0.00,V002
2023-02-21,East,301,Home,H045,Blender Ultimate Pro,259.99,3,779.97,Premium,No,0,4.9,15,Tuesday,No,7,21.3,5.99,V003
2023-02-21,West,404,Beauty,B039,Perfume Ultimate Collection,349.99,2,699.98,Premium,Yes,15,5.0,20,Tuesday,No,5,32.9,0.00,V010
2023-02-21,North,103,Electronics,E031,Headphones Ultimate Collection,349.99,3,1049.97,Premium,No,0,5.0,25,Tuesday,No,7,23.9,0.00,V001
2023-02-21,South,202,Grocery,G003,Premium Chocolate Ultimate Collection,19.99,47,939.53,Regular,Yes,0,4.7,36,Tuesday,No,95,16.3,0.00,V008
2023-02-21,East,304,Clothing,C041,Business Shirt Ultimate Elite,119.95,8,959.60,Premium,No,0,4.8,14,Tuesday,No,17,28.2,0.00,V002
2023-02-21,West,401,Home,H067,Air Purifier Ultimate Elite,299.99,3,899.97,Premium,Yes,8,4.9,19,Tuesday,No,7,24.8,7.99,V003
2023-02-22,North,105,Beauty,B000,Hair Treatment Ultimate Collection,69.99,13,909.87,Premium,No,0,4.8,27,Wednesday,No,27,30.7,0.00,V010
2023-02-22,South,205,Electronics,E055,Gaming Mouse Ultimate Elite,199.99,5,999.95,Premium,Yes,5,4.9,33,Wednesday,No,11,21.2,0.00,V001
2023-02-22,East,307,Grocery,G035,Organic Tea Ultimate Collection,17.99,49,881.51,Regular,No,0,4.6,15,Wednesday,No,99,14.7,0.00,V008
2023-02-22,West,403,Clothing,C077,Designer Ties Ultimate Collection,149.95,7,1049.65,Premium,Yes,10,4.9,20,Wednesday,No,15,30.2,0.00,V002
2023-02-22,North,104,Home,H035,Cookware Ultimate Collection,399.99,2,799.98,Premium,No,0,5.0,26,Wednesday,No,5,21.1,9.99,V003
2023-02-22,South,201,Beauty,B057,Hair Oil Ultimate,49.99,18,899.82,Premium,Yes,15,4.5,35,Wednesday,No,37,31.9,0.00,V010
2023-02-22,East,302,Electronics,E043,Portable Speaker Ultimate Collection,229.99,4,919.96,Premium,No,0,4.9,16,Wednesday,No,9,23.3,2.99,V001
2023-02-22,West,405,Grocery,G051,Premium Cookies Ultimate Collection,19.99,46,919.54,Regular,Yes,5,4.5,19,Wednesday,No,93,16.7,0.00,V008
2023-02-23,North,102,Clothing,C009,Winter Boots Ultimate Collection,299.99,3,899.97,Premium,No,0,5.0,25,Thursday,No,7,26.7,0.00,V002
2023-02-23,South,204,Home,H060,Kitchen Scale Ultimate,89.95,10,899.50,Premium,Yes,8,4.5,34,Thursday,No,21,22.5,2.99,V003
2023-02-23,East,306,Beauty,B051,Face Mask Ultimate Collection,69.99,13,909.87,Premium,No,0,4.8,15,Thursday,No,27,30.8,0.00,V010
2023-02-23,West,402,Electronics,E046,Wireless Keyboard Ultimate Collection,199.99,5,999.95,Premium,Yes,10,4.9,18,Thursday,No,11,20.7,0.00,V001
2023-02-23,North,101,Grocery,G043,Specialty Tea Ultimate Collection,19.99,47,939.53,Regular,No,0,4.6,27,Thursday,No,95,15.1,0.00,V008
2023-02-23,South,203,Clothing,C033,Athletic Shoes Ultimate Collection,249.95,4,999.80,Premium,Yes,5,5.0,33,Thursday,No,9,28.3,0.00,V002
2023-02-23,East,301,Home,H047,Food Processor Ultimate Collection,299.99,3,899.97,Premium,No,0,4.9,14,Thursday,No,7,21.2,6.99,V003
2023-02-23,West,404,Beauty,B007,Makeup Set Ultimate Collection,199.99,5,999.95,Premium,Yes,15,4.9,21,Thursday,No,11,32.6,0.00,V010
2023-02-24,North,103,Electronics,E033,Headphones Ultimate Pro Elite,399.99,2,799.98,Premium,No,0,5.0,26,Friday,No,5,23.7,0.00,V001
2023-02-24,South,202,Grocery,G087,Premium Granola Ultimate Collection,21.99,42,923.58,Regular,Yes,0,4.7,35,Friday,No,85,16.2,0.00,V008
2023-02-24,East,304,Clothing,C037,Dress Shoes Ultimate Collection,249.95,4,999.80,Premium,No,0,4.9,15,Friday,No,9,28.5,0.00,V002
2023-02-24,West,401,Home,H069,Smart Thermostat Ultimate Collection,299.99,3,899.97,Premium,Yes,8,5.0,18,Friday,No,7,24.9,0.00,V003
2023-02-24,North,105,Beauty,B000,Body Scrub Ultimate Collection,59.99,15,899.85,Premium,No,0,4.8,25,Friday,No,31,31.3,0.00,V010
2023-02-24,South,205,Electronics,E057,Smart Watch Ultimate Collection,499.99,2,999.98,Premium,Yes,5,5.0,36,Friday,No,5,21.5,0.00,V001
2023-02-24,East,307,Grocery,G019,Organic Chips Ultimate Collection,14.99,58,869.42,Regular,No,0,4.4,14,Friday,No,117,14.8,0.00,V008
2023-02-24,West,403,Clothing,C075,Designer Hat Ultimate Collection,99.95,9,899.55,Premium,Yes,10,4.8,19,Friday,No,19,30.5,0.00,V002
2023-02-25,North,104,Home,H037,Kitchen Utensils Ultimate Collection,79.99,11,879.89,Premium,No,0,4.6,27,Saturday,No,23,20.1,2.99,V003
2023-02-25,South,201,Beauty,B061,Nail Polish Set Ultimate Collection,89.99,10,899.90,Premium,Yes,15,4.9,33,Saturday,No,21,32.1,0.00,V010
2023-02-25,East,302,Electronics,E045,Bluetooth Earbuds Ultimate Collection,199.99,5,999.95,Premium,No,0,4.9,15,Saturday,No,11,23.5,0.00,V001
2023-02-25,West,405,Grocery,G055,Premium Jam Ultimate Collection,19.99,45,899.55,Regular,Yes,5,4.6,20,Saturday,No,91,16.8,0.00,V008
2023-02-25,North,102,Clothing,C007,Winter Scarf Ultimate Collection,69.99,12,839.88,Premium,No,0,4.7,26,Saturday,No,25,26.9,0.00,V002
2023-02-25,South,204,Home,H062,Coffee Grinder Ultimate Collection,149.95,6,899.70,Premium,Yes,8,4.8,35,Saturday,No,13,23.7,3.99,V003
2023-02-25,East,306,Beauty,B061,Facial Roller Ultimate Collection,69.99,13,909.87,Premium,No,0,4.8,16,Saturday,No,27,31.7,0.00,V010
2023-02-25,West,402,Electronics,E046,Wireless Earbuds Ultimate Collection,149.99,6,899.94,Premium,Yes,10,4.9,19,Saturday,No,13,20.8,0.00,V001
2023-02-26,North,101,Grocery,G027,Artisan Oils Ultimate Collection,29.99,30,899.70,Regular,No,0,4.7,25,Sunday,Yes,61,15.9,0.00,V008
2023-02-26,South,203,Clothing,C027,Running Shoes Ultimate Collection,249.99,3,749.97,Premium,Yes,5,5.0,34,Sunday,Yes,7,28.5,0.00,V002
2023-02-26,East,301,Home,H049,Blender Ultimate Collection,299.99,3,899.97,Premium,No,0,5.0,15,Sunday,Yes,7,21.5,5.99,V003
2023-02-26,West,404,Beauty,B041,Perfume Ultimate Luxury Collection,499.99,1,499.99,Premium,Yes,15,5.0,20,Sunday,Yes,3,33.1,0.00,V010
2023-02-26,North,103,Electronics,E035,Headphones Ultimate Luxury,499.99,2,999.98,Premium,No,0,5.0,27,Sunday,Yes,5,24.1,0.00,V001
2023-02-26,South,202,Grocery,G000,Premium Chocolate Luxury Collection,24.99,36,899.64,Premium,Yes,0,4.8,33,Sunday,Yes,73,16.5,0.00,V008
2023-02-26,East,304,Clothing,C033,Business Tie Ultimate Luxury,149.95,6,899.70,Premium,No,0,4.9,14,Sunday,Yes,13,28.7,0.00,V002
2023-02-26,West,401,Home,H071,Air Fryer Ultimate Luxury,349.99,2,699.98,Premium,Yes,8,5.0,21,Sunday,Yes,5,25.1,5.99,V003
2023-02-27,North,105,Beauty,B000,Hair Styling Set Ultimate Luxury,99.99,9,899.91,Premium,No,0,4.9,26,Monday,No,19,31.5,0.00,V010
2023-02-27,South,205,Electronics,E059,Gaming Headset Ultimate Luxury,299.99,3,899.97,Premium,Yes,5,5.0,35,Monday,No,7,21.7,0.00,V001
2023-02-27,East,307,Grocery,G031,Organic Coffee Ultimate Luxury,24.99,36,899.64,Premium,No,0,4.8,15,Monday,No,73,15.2,0.00,V008
2023-02-27,West,403,Clothing,C073,Designer Wallet Ultimate Luxury,199.95,4,799.80,Premium,Yes,10,4.9,18,Monday,No,9,30.7,0.00,V002
2023-02-27,North,104,Home,H039,Cookware Ultimate Luxury,499.99,1,499.99,Premium,No,0,5.0,27,Monday,No,3,21.7,9.99,V003
2023-02-27,South,201,Beauty,B057,Hair Serum Ultimate Luxury,69.99,12,839.88,Premium,Yes,15,4.8,34,Monday,No,25,32.3,0.00,V010
2023-02-27,East,302,Electronics,E047,Portable Speaker Ultimate Luxury,299.99,3,899.97,Premium,No,0,5.0,16,Monday,No,7,23.9,2.99,V001
2023-02-27,West,405,Grocery,G063,Premium Cookies Ultimate Luxury,24.99,36,899.64,Regular,Yes,5,4.7,19,Monday,No,73,17.1,0.00,V008
2023-02-28,North,102,Clothing,C003,Winter Coat Ultimate Luxury,399.99,2,799.98,Premium,No,0,5.0,26,Tuesday,No,5,27.1,0.00,V002
2023-02-28,South,204,Home,H064,Stand Mixer Ultimate Luxury,499.95,1,499.95,Premium,Yes,8,5.0,33,Tuesday,No,3,23.9,8.99,V003
2023-02-28,East,306,Beauty,B053,Face Cream Ultimate Luxury,79.99,11,879.89,Premium,No,0,4.9,15,Tuesday,No,23,31.3,0.00,V010
2023-02-28,West,402,Electronics,E048,Wireless Mouse Ultimate Luxury,119.99,7,839.93,Premium,Yes,10,4.8,20,Tuesday,No,15,21.3,0.00,V001
2023-02-28,North,101,Grocery,G027,Specialty Chocolate Ultimate Luxury,19.99,45,899.55,Premium,No,0,4.7,25,Tuesday,No,91,15.5,0.00,V008
2023-02-28,South,203,Clothing,C027,Athletic Pants Ultimate Luxury,149.95,6,899.70,Premium,Yes,5,4.9,36,Tuesday,No,13,28.9,0.00,V002
2023-02-28,East,301,Home,H051,Food Processor Ultimate Luxury,399.99,2,799.98,Premium,No,0,5.0,14,Tuesday,No,5,21.9,6.99,V003
2023-02-28,West,404,Beauty,B005,Makeup Brushes Ultimate Luxury,99.99,9,899.91,Premium,Yes,15,4.9,19,Tuesday,No,19,32.8,0.00,V010
